review_group_key,raw_specialty_labels,normalized_specialty_slug,normalized_specialty_title,raw_topic_labels,normalized_topic_label,normalized_topic_slug,canonical_topic_node_slug,canonical_topic_node_id,question_count,is_high_frequency_topic,mapping_confidence,review_reason,suggested_action,mapping_method,review_override_reason,representative_question_ids,quality_notes
orthobullets::knee-sports::infectious-diseases-in-athletes::accepted,Knee & Sports,knee-sports,Knee & Sports,Infectious Diseases in Athletes,Infectious Diseases in Athletes,infectious-diseases-in-athletes,knee-sports-infectious-diseases-in-athletes,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-239 | OBQ15-231 | OBQ20-100 | OBQ20-139 | OBQ22-115 | SBQ07SM-31.1 | SBQ21SM-94 | SBQ24SM-7 | SBQ24SM-70 | SBQ24SM-73,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::aneurysmal-bone-cyst::accepted,Pathology,pathology,Pathology,Aneurysmal Bone Cyst,Aneurysmal Bone Cyst,aneurysmal-bone-cyst,pathology-aneurysmal-bone-cyst,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-79 | OBQ07-7 | OBQ09-236 | OBQ09-250 | OBQ12-111 | OBQ13-267 | OBQ17-124 | OBQ20-154 | OBQ23-112 | SBQ04PE-7,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::heterotopic-ossification::accepted,Pathology,pathology,Pathology,Heterotopic Ossification,Heterotopic Ossification,heterotopic-ossification,pathology-heterotopic-ossification,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-8 | OBQ05-61 | OBQ07-159 | OBQ07-68 | OBQ09-135 | OBQ12-125 | OBQ19-206 | OBQ23-106 | SBQ24HK-42 | SBQ24SE-23,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::multiple-myeloma::accepted,Pathology,pathology,Pathology,Multiple Myeloma,Multiple Myeloma,multiple-myeloma,pathology-multiple-myeloma,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-136 | OBQ08-142 | OBQ11-64 | OBQ12-190 | OBQ14-172 | OBQ16-37 | OBQ18-142.1 | OBQ21-140 | OBQ24-4 | SBQ18BS-34,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::cerebral-palsy-general::accepted,Pediatrics,pediatrics,Pediatrics,Cerebral Palsy - General,Cerebral Palsy - General,cerebral-palsy-general,pediatrics-cerebral-palsy-general,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-12 | OBQ09-171 | OBQ09-266 | OBQ13-262 | OBQ16-38 | OBQ20-159 | OBQ22-40 | OBQ23-29 | SBQ04PE-15 | SBQ13PE-24,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::distal-radius-fractures-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Distal Radius Fractures - Pediatric,Distal Radius Fractures - Pediatric,distal-radius-fractures-pediatric,pediatrics-distal-radius-fractures-pediatric,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-97 | OBQ09-251 | OBQ10-196 | OBQ12-134 | OBQ12-243 | OBQ14-113 | OBQ16-21 | OBQ22-38 | OBQ24-196 | SBQ04PE-19,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::lateral-condyle-fracture-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Lateral Condyle Fracture - Pediatric,Lateral Condyle Fracture - Pediatric,lateral-condyle-fracture-pediatric,pediatrics-lateral-condyle-fracture-pediatric,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-169 | OBQ08-35 | OBQ09-186 | OBQ10-209 | OBQ11-192 | OBQ13-187 | OBQ17-56 | OBQ18-53 | SBQ09TR-11.1 | SBQ13PE-4,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::myelodysplasia-myelomeningocele-spinal-bifida::accepted,Pediatrics,pediatrics,Pediatrics,"Myelodysplasia (myelomeningocele, spinal bifida)","Myelodysplasia (myelomeningocele, spinal bifida)",myelodysplasia-myelomeningocele-spinal-bifida,pediatrics-myelodysplasia-myelomeningocele-spinal-bifida,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-53 | OBQ10-133 | OBQ10-27 | OBQ11-90 | OBQ16-56 | SBQ04PE-36 | SBQ04PE-50 | SBQ04PE-51 | SBQ22PE-50 | SBQ25PE-27,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::tibial-tubercle-fracture::accepted,Pediatrics,pediatrics,Pediatrics,Tibial Tubercle Fracture,Tibial Tubercle Fracture,tibial-tubercle-fracture,pediatrics-tibial-tubercle-fracture,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-196 | OBQ08-84 | OBQ14-92 | OBQ16-113 | OBQ17-14 | OBQ18-54 | OBQ18-73 | SBQ07PE-2 | SBQ11OS-46.1 | SBQ22PE-94,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::hip-resurfacing::accepted,Recon,recon,Recon,Hip Resurfacing,Hip Resurfacing,hip-resurfacing,recon-hip-resurfacing,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-204 | OBQ07-65 | OBQ09-134 | OBQ17-11 | SBQ07HK-98.1 | SBQ07HK-98.2 | SBQ07HK-98.3 | SBQ10HK-86.1 | SBQ21RCN-41 | SBQ24HK-36,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-prosthesis-design::accepted,Recon,recon,Recon,THA Prosthesis Design,THA Prosthesis Design,tha-prosthesis-design,recon-tha-prosthesis-design,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-45 | OBQ09-78 | OBQ12-159 | OBQ13-153 | OBQ14-258 | OBQ15-24 | OBQ15-59 | OBQ17-146 | SBQ07HK-3 | SBQ21RCN-84,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-coronal-plane-balancing::accepted,Recon,recon,Recon,TKA Coronal Plane Balancing,TKA Coronal Plane Balancing,tka-coronal-plane-balancing,recon-tka-coronal-plane-balancing,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-117 | OBQ10-210 | OBQ15-44 | OBQ17-70 | OBQ18-58 | OBQ21-25 | OBQ23-154 | SBQ16HK-20 | SBQ16HK-22 | SBQ21RCN-15,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-extensor-mechanism-rupture::accepted,Recon,recon,Recon,TKA Extensor Mechanism Rupture,TKA Extensor Mechanism Rupture,tka-extensor-mechanism-rupture,recon-tka-extensor-mechanism-rupture,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-198 | OBQ14-248 | OBQ21-24.1 | OBQ23-66 | SBQ13HK-11.1 | SBQ16HK-1 | SBQ21RCN-7 | SBQ21RCN-79 | SBQ21RCN-96 | SBQ24HK-50,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::glenohumeral-arthritis-shoulder-arthritis::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Glenohumeral Arthritis (Shoulder Arthritis),Glenohumeral Arthritis (Shoulder Arthritis),glenohumeral-arthritis-shoulder-arthritis,shoulder-elbow-glenohumeral-arthritis-shoulder-arthritis,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-142 | OBQ09-22 | OBQ09-42 | OBQ11-27 | OBQ15-149 | OBQ19-72 | SBQ11OS-62.1 | SBQ11UE-24.1 | SBQ16SM-57 | SBQ19SE-63,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::shoulder-prosthetic-joint-infection::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Shoulder Prosthetic Joint Infection,Shoulder Prosthetic Joint Infection,shoulder-prosthetic-joint-infection,shoulder-elbow-shoulder-prosthetic-joint-infection,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ17-122 | OBQ19-58 | OBQ19-8 | OBQ21-120 | OBQ22-127 | SBQ19SE-29 | SBQ19SE-30 | SBQ21SE-71 | SBQ21SE-92 | SBQ24SE-80,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::congenital-scoliosis::accepted,Spine,spine,Spine,Congenital Scoliosis,Congenital Scoliosis,congenital-scoliosis,spine-congenital-scoliosis,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-116 | OBQ07-220 | OBQ12-14 | OBQ14-174 | OBQ19-167 | OBQ20-136 | SBQ04PE-11 | SBQ04PE-21 | SBQ04PE-79 | SBQ13PE-82,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::patella-fracture::accepted,Trauma,trauma,Trauma,Patella Fracture,Patella Fracture,patella-fracture,trauma-patella-fracture,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-207 | OBQ12-229 | OBQ12-43 | OBQ13-186 | OBQ14-111 | OBQ14-73 | OBQ16-230 | OBQ17-163 | OBQ19-144 | OBQ24-16,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::subtalar-dislocations::accepted,Trauma,trauma,Trauma,Subtalar Dislocations,Subtalar Dislocations,subtalar-dislocations,trauma-subtalar-dislocations,,11,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-153 | OBQ08-175 | OBQ08-216 | OBQ09-123 | OBQ09-76 | OBQ12-150 | OBQ20-17 | OBQ20-71 | OBQ21-21 | SBQ25FA-17,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::genetic-pearls::accepted,Basic Science,basic-science,Basic Science,Genetic Pearls,Genetic Pearls,genetic-pearls,basic-science-genetic-pearls,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-268 | OBQ06-95 | OBQ07-266 | OBQ07-82 | OBQ08-156 | OBQ12-165 | OBQ14-170 | OBQ19-128 | OBQ19-26 | OBQ20-165,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::high-ankle-sprain-and-syndesmosis-injury::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,High Ankle Sprain & Syndesmosis Injury,High Ankle Sprain & Syndesmosis Injury,high-ankle-sprain-and-syndesmosis-injury,foot-ankle-high-ankle-sprain-and-syndesmosis-injury,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-88 | OBQ06-74 | OBQ20-63 | OBQ21-100 | SBQ07SM-2 | SBQ12FA-107 | SBQ12FA-108 | SBQ16SM-50 | SBQ18FA-91 | SBQ25FA-59,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::total-ankle-arthroplasty::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Total Ankle Arthroplasty,Total Ankle Arthroplasty,total-ankle-arthroplasty,foot-ankle-total-ankle-arthroplasty,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ15-245.1 | OBQ15-69 | OBQ17-188 | OBQ18-100 | OBQ18-26 | OBQ19-239 | OBQ19-40 | SBQ18FA-28 | SBQ25FA-29 | SBQ25FA-36,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::ganglion-cysts::accepted,Hand,hand,Hand,Ganglion Cysts,Ganglion Cysts,ganglion-cysts,hand-ganglion-cysts,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-67 | OBQ12-64 | OBQ16-28 | SBQ10SM-32.1 | SBQ11UE-109.1 | SBQ17SE-1 | SBQ17SE-31 | SBQ17SE-36 | SBQ17SE-5 | SBQ21H-41,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::patellar-tendon-rupture::accepted,Knee & Sports,knee-sports,Knee & Sports,Patellar Tendon Rupture,Patellar Tendon Rupture,patellar-tendon-rupture,knee-sports-patellar-tendon-rupture,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-122 | OBQ07-152 | OBQ08-251 | OBQ11-28 | OBQ15-120 | OBQ16-51 | OBQ21-151 | OBQ22-28 | OBQ24-164 | SBQ24SM-41,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::fibrous-dysplasia::accepted,Pathology,pathology,Pathology,Fibrous Dysplasia,Fibrous Dysplasia,fibrous-dysplasia,pathology-fibrous-dysplasia,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-240 | OBQ07-231 | OBQ07-26 | OBQ09-21 | OBQ09-74 | OBQ18-131 | OBQ19-15 | OBQ21-189 | SBQ13PE-1 | SBQ13PE-58,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::accessory-navicular::accepted,Pediatrics,pediatrics,Pediatrics,Accessory Navicular,Accessory Navicular,accessory-navicular,pediatrics-accessory-navicular,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-135 | OBQ08-160 | SBQ04PE-66 | SBQ13PE-105 | SBQ22FA-27 | SBQ22FA-55 | SBQ22FA-72 | SBQ22FA-78 | SBQ25FA-16 | SBQ25FA-57,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::cerebral-palsy-hip-conditions::accepted,Pediatrics,pediatrics,Pediatrics,Cerebral Palsy - Hip Conditions,Cerebral Palsy - Hip Conditions,cerebral-palsy-hip-conditions,pediatrics-cerebral-palsy-hip-conditions,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-208 | OBQ12-201 | OBQ13-177.1 | OBQ15-129 | OBQ22-44 | OBQ24-194 | SBQ04PE-54 | SBQ23PA-79 | SBQ25PE-36 | SBQ25PE-60,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::congenital-vertical-talus::accepted,Pediatrics,pediatrics,Pediatrics,Congenital Vertical Talus,Congenital Vertical Talus,congenital-vertical-talus,pediatrics-congenital-vertical-talus,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-115 | OBQ06-127 | OBQ07-154 | OBQ07-97 | OBQ09-29 | OBQ16-152 | SBQ04PE-71 | SBQ13PE-84 | SBQ22PE-95 | SBQ25PE-2,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::marfan-syndrome::accepted,Pediatrics,pediatrics,Pediatrics,Marfan Syndrome,Marfan Syndrome,marfan-syndrome,pediatrics-marfan-syndrome,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-149 | OBQ09-238 | OBQ10-118 | OBQ12-88 | OBQ14-227 | OBQ15-81 | OBQ20-197 | SBQ12FA-84 | SBQ13PE-23 | SBQ18BS-32,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::osteopetrosis::accepted,Pediatrics,pediatrics,Pediatrics,Osteopetrosis,Osteopetrosis,osteopetrosis,pediatrics-osteopetrosis,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-123 | OBQ07-260 | OBQ08-110 | OBQ11-139 | OBQ12-58 | OBQ13-179 | OBQ20-215 | SBQ04PE-93 | SBQ13PE-53 | SBQ23PA-30,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-approaches::accepted,Recon,recon,Recon,THA Approaches,THA Approaches,tha-approaches,recon-tha-approaches,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-232 | OBQ06-89 | OBQ15-206 | OBQ18-83 | OBQ19-208 | OBQ21-170 | SBQ21RCN-18 | SBQ21RCN-72 | SBQ24HK-46 | SBQ24HK-8,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-iliopsoas-impingement::accepted,Recon,recon,Recon,THA Iliopsoas Impingement,THA Iliopsoas Impingement,tha-iliopsoas-impingement,recon-tha-iliopsoas-impingement,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-191 | OBQ11-167 | OBQ12-234 | OBQ22-51 | SBQ10HK-28.1 | SBQ11AN-9.1 | SBQ13HK-75.1 | SBQ16HK-13 | SBQ16HK-14 | SBQ24HK-16,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::little-leaguer-s-shoulder::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Little Leaguer's Shoulder,Little Leaguer's Shoulder,little-leaguer-s-shoulder,shoulder-elbow-little-leaguer-s-shoulder,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-64 | OBQ18-140 | OBQ21-28 | OBQ23-60 | SBQ16SM-100 | SBQ16SM-24 | SBQ19HK-24 | SBQ21SM-10 | SBQ22PE-79 | SBQ24SM-32,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::adult-pyogenic-vertebral-osteomyelitis::accepted,Spine,spine,Spine,Adult Pyogenic Vertebral Osteomyelitis,Adult Pyogenic Vertebral Osteomyelitis,adult-pyogenic-vertebral-osteomyelitis,spine-adult-pyogenic-vertebral-osteomyelitis,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-271 | OBQ12-32 | OBQ13-274 | OBQ14-214 | OBQ17-113 | OBQ19-149 | OBQ20-186 | SBQ06SN-1 | SBQ12SP-20 | SBQ13PE-7,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::cervical-facet-dislocations-and-fractures::accepted,Spine,spine,Spine,Cervical Facet Dislocations & Fractures,Cervical Facet Dislocations & Fractures,cervical-facet-dislocations-and-fractures,spine-cervical-facet-dislocations-and-fractures,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-40 | OBQ10-228 | OBQ11-89 | OBQ12-264 | OBQ19-226 | SBQ09SN-68.1 | SBQ09TR-87.1 | SBQ09TR-87.2 | SBQ12SP-83 | SBQ18SP-41,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::spinal-epidural-abscess::accepted,Spine,spine,Spine,Spinal Epidural Abscess,Spinal Epidural Abscess,spinal-epidural-abscess,spine-spinal-epidural-abscess,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-182 | OBQ07-243 | OBQ13-93 | OBQ15-124 | OBQ18-227 | OBQ18-229 | OBQ19-225 | SBQ18SP-22 | SBQ18SP-68 | SBQ25FD-11,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::humeral-shaft-nonunion::accepted,Trauma,trauma,Trauma,Humeral Shaft Nonunion,Humeral Shaft Nonunion,humeral-shaft-nonunion,trauma-humeral-shaft-nonunion,,10,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-229 | OBQ04-96 | OBQ05-85 | OBQ13-238 | OBQ18-214 | OBQ23-68 | OBQ24-129 | OBQ24-82 | SBQ12TR-27 | SBQ12TR-27.1,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::bone-growth-factors::accepted,Basic Science,basic-science,Basic Science,Bone Growth Factors,Bone Growth Factors,bone-growth-factors,basic-science-bone-growth-factors,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-139 | OBQ11-183 | OBQ13-247 | OBQ17-4 | OBQ17-62 | SBQ12SP-46 | SBQ18BS-17 | SBQ18SP-11 | SBQ23TR-27,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::gout::accepted,Basic Science,basic-science,Basic Science,Gout,Gout,gout,basic-science-gout,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-265 | OBQ08-47 | OBQ13-256 | OBQ19-240 | OBQ21-35 | OBQ24-118 | SBQ11OS-34.1 | SBQ21SE-81 | SBQ25FA-23,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::occupational-health::accepted,Basic Science,basic-science,Basic Science,Occupational Health,Occupational Health,occupational-health,basic-science-occupational-health,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-3 | OBQ09-88 | OBQ10-179 | OBQ10-95 | OBQ23-181 | OBQ23-182 | OBQ24-162 | OBQ24-193 | SBQ12SP-68,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::opiates-and-analgesic-medications::accepted,Basic Science,basic-science,Basic Science,Opiates & Analgesic Medications,Opiates & Analgesic Medications,opiates-and-analgesic-medications,basic-science-opiates-and-analgesic-medications,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-249 | OBQ11-226 | OBQ13-150 | OBQ14-186 | OBQ18-153 | OBQ19-88 | OBQ22-183 | SBQ16HK-17 | SBQ17SE-62,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::outcome-measure-tools::accepted,Basic Science,basic-science,Basic Science,Outcome Measure Tools,Outcome Measure Tools,outcome-measure-tools,basic-science-outcome-measure-tools,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-217 | OBQ11-182 | OBQ16-7 | OBQ17-118 | OBQ17-15 | OBQ18-185 | OBQ21-134 | SBQ23TR-19 | SBQ23TR-88,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::freiberg-s-disease::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Freiberg's Disease,Freiberg's Disease,freiberg-s-disease,foot-ankle-freiberg-s-disease,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ20-206 | OBQ21-103 | OBQ22-72 | SBQ22FA-6 | SBQ22FA-77 | SBQ22PE-17 | SBQ25FA-34 | SBQ25FA-49 | SBQ25FA-79,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::leg-nerve-entrapment-syndromes::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Leg Nerve Entrapment Syndromes,Leg Nerve Entrapment Syndromes,leg-nerve-entrapment-syndromes,foot-ankle-leg-nerve-entrapment-syndromes,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-6 | OBQ07-150 | OBQ08-20 | OBQ10-251 | OBQ14-80 | OBQ21-63 | SBQ07SM-6 | SBQ25FA-10 | SBQ25FA-78,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::plantar-fasciitis::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Plantar Fasciitis,Plantar Fasciitis,plantar-fasciitis,foot-ankle-plantar-fasciitis,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-37 | OBQ07-173 | OBQ10-206 | OBQ13-8 | OBQ14-158 | OBQ18-93 | OBQ21-94 | SBQ12FA-27 | SBQ25FA-41,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::dip-and-pip-joint-arthritis::accepted,Hand,hand,Hand,DIP and PIP Joint Arthritis,DIP and PIP Joint Arthritis,dip-and-pip-joint-arthritis,hand-dip-and-pip-joint-arthritis,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-50 | OBQ10-258 | OBQ22-14 | SBQ17SE-26 | SBQ17SE-30 | SBQ17SE-79 | SBQ21H-66 | SBQ21H-97 | SBQ24HW-59,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::hook-hamate-fracture::accepted,Hand,hand,Hand,Hook Hamate Fracture,Hook Hamate Fracture,hook-hamate-fracture,hand-hook-hamate-fracture,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-21 | OBQ08-23 | OBQ11-130 | OBQ15-103 | OBQ19-76 | OBQ22-76 | SBQ07SM-40 | SBQ21H-85 | SBQ21H-90,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::burners-and-stingers::accepted,Knee & Sports,knee-sports,Knee & Sports,Burners & Stingers,Burners & Stingers,burners-and-stingers,knee-sports-burners-and-stingers,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-99 | OBQ10-9 | OBQ20-101 | SBQ07SM-36 | SBQ12SP-35 | SBQ16SM-89 | SBQ21SM-75 | SBQ24SM-16 | SBQ24SM-25,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::posterolateral-corner-injury::accepted,Knee & Sports,knee-sports,Knee & Sports,Posterolateral Corner Injury,Posterolateral Corner Injury,posterolateral-corner-injury,knee-sports-posterolateral-corner-injury,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-105 | OBQ04-148 | OBQ04-251 | OBQ05-9 | OBQ07-123 | OBQ09-90 | OBQ10-139 | OBQ10-262 | SBQ23PA-19,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::monteggia-fracture-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Monteggia Fracture - Pediatric,Monteggia Fracture - Pediatric,monteggia-fracture-pediatric,pediatrics-monteggia-fracture-pediatric,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-143 | OBQ09-81 | OBQ10-42 | OBQ16-210 | OBQ21-210 | SBQ06TR-69 | SBQ13PE-114 | SBQ25PE-22 | SBQ25PE-67,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::spinal-muscular-atrophy::accepted,Pediatrics,pediatrics,Pediatrics,Spinal Muscular Atrophy,Spinal Muscular Atrophy,spinal-muscular-atrophy,pediatrics-spinal-muscular-atrophy,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-233 | OBQ13-104 | SBQ04PE-40 | SBQ04PE-77 | SBQ04PE-9 | SBQ13PE-106 | SBQ13PE-2 | SBQ13PE-63 | SBQ25PE-51,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::tibial-eminence-fracture::accepted,Pediatrics,pediatrics,Pediatrics,Tibial Eminence Fracture,Tibial Eminence Fracture,tibial-eminence-fracture,pediatrics-tibial-eminence-fracture,,9,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-56 | OBQ11-237 | OBQ14-171 | OBQ14-86 | OBQ21-204 | OBQ23-123 | SBQ04PE-68 | SBQ10PE-85.1 | SBQ13PE-57,specialty:csv-normalized | topic:source-normalized
